"Country","Year","Daily_Cigarettes","Total_Smokers","Total_Female_Smokers","Total_Male_Smokers","Population","Continent","Rank","GDP","Deaths"
"Afghanistan",2002,3.7,1329825,131469,1198356,22600774,"Asia",130,179.426579211394,81.54692
"Afghanistan",2003,3.8,1390046,137947,1252098,23680871,"Asia",128,190.683814295088,80.83506
"Afghanistan",2004,3.8,1449475,144378,1305098,24726689,"Asia",129,211.382074198939,80.39753
"Afghanistan",2005,4,1504433,150483,1353950,25654274,"Asia",128,242.031313175022,79.7832
"Afghanistan",2006,4.0999999,1553745,156158,1397587,26433058,"Asia",126,263.733601866274,79.46745
"Afghanistan",2007,4.3000002,1599691,161714,1437977,27100542,"Asia",125,359.693157866109,79.44056
"Afghanistan",2008,4.4000001,1644245,167313,1476933,27722281,"Asia",125,364.6635420423,79.74432
"Afghanistan",2009,4.5999999,1691957,173446,1518511,28394806,"Asia",125,437.26874023514,79.73439
"Afghanistan",2010,4.9000001,1743624,179969,1563656,29185511,"Asia",125,543.306526178281,79.720276
"Afghanistan",2011,5.0999999,1800309,186782,1613527,30117411,"Asia",126,591.190030208565,79.84687
"Afghanistan",2012,5.1999998,1862700,193836,1668864,31161378,"Asia",126,638.845851607289,80.19942
"Albania",1990,16.4,482850,36047,446803,3286542,"Europe",65,617.230435515505,147.21635
"Albania",1991,16.299999,487892,36412,451479,3266790,"Europe",65,336.586994504629,146.24446
"Albania",1992,16.299999,489417,36574,452844,3247039,"Europe",65,200.852219772323,137.61829
"Albania",1993,16.200001,488078,36552,451527,3227287,"Europe",65,367.279225077581,129.35193
"Albania",1994,16.1,485775,36458,449317,3207536,"Europe",64,586.416339644261,118.84265
"Albania",1995,16.1,483593,36355,447238,3187784,"Europe",65,750.604449178826,119.742836
"Albania",1996,16,481723,36235,445488,3168033,"Europe",64,1009.97727483821,121.598564
"Albania",1997,16.299999,475222,35989,439233,3148281,"Europe",66,717.380047745673,120.261116
"Albania",1998,16.5,470397,35767,434630,3128530,"Europe",66,813.789396580449,117.722275
"Albania",1999,16.700001,465894,35466,430428,3108778,"Europe",66,1033.24253162418,114.757904
"Albania",2000,16.799999,461078,35035,426043,3089027,"Europe",66,1126.68334010717,113.1812
"Albania",2001,17.1,455877,34513,421364,3060173,"Europe",65,1281.6598256178,107.383705
"Albania",2002,17.4,450636,34027,416609,3051010,"Europe",65,1425.12421860142,109.250595
"Albania",2003,18.200001,434588,33277,401310,3039616,"Europe",71,1846.12012081207,113.7467
"Albania",2004,18.9,422860,33057,389803,3026939,"Europe",71,2373.58129170055,113.14623
"Albania",2005,19,426583,34169,392414,3011487,"Europe",69,2673.78658429559,108.335754
"Albania",2006,19.1,433852,35832,398020,2992547,"Europe",64,2972.74292399799,100.81164
"Albania",2007,19.200001,443830,37914,405916,2970017,"Europe",59,3595.03805682893,95.26021
"Albania",2008,19.200001,455797,40251,415547,2947314,"Europe",54,4370.5399247769,95.75404
"Albania",2009,19.299999,469352,42768,426584,2927519,"Europe",50,4114.13489916342,94.377495
"Albania",2010,19.5,481678,44575,437103,2913021,"Europe",49,4094.34838574494,93.99674
"Albania",2011,19.700001,494981,46461,448520,2905195,"Europe",47,4437.14261222684,95.48244
"Albania",2012,19.9,509040,48426,460614,2900401,"Europe",44,4247.63004748194,95.71461
"Algeria",1990,17.700001,2396876,58967,2337909,25758872,"Africa",100,2408.82298523208,143.94376
"Algeria",1991,17.6,2497165,60977,2436188,26400468,"Africa",99,1731.62136973126,140.65019
"Algeria",1992,17.4,2602202,62893,2539310,27028330,"Africa",98,1776.0282780527,137.87665
"Algeria",1993,17.299999,2714059,64808,2649251,27635517,"Africa",98,1807.29745090643,135.1183
"Algeria",1994,17.200001,2831649,66621,2765029,28213777,"Africa",96,1507.88666269017,132.64581
"Algeria",1995,17,2954172,68475,2885697,28757788,"Africa",94,1452.27843429531,129.6532
"Algeria",1996,16.799999,3081682,70447,3011235,29266415,"Africa",93,1603.9403022019,126.07164
"Algeria",1997,17,3138907,72246,3066661,29742980,"Africa",91,1619.79774865029,122.47098
"Algeria",1998,17.200001,3190250,73875,3116375,30192750,"Africa",91,1596.00392574042,118.439766
"Algeria",1999,17.4,3243047,75392,3167655,30623406,"Africa",90,1588.34890767221,115.58713
"Algeria",2000,17.5,3296121,76851,3219270,31042238,"Africa",90,1765.02714611601,111.9603
"Algeria",2001,17.700001,3344091,78444,3265647,31451513,"Africa",90,1740.60665427662,108.513
"Algeria",2002,18,3378788,80134,3298655,31855110,"Africa",89,1781.82890798394,105.266975
"Algeria",2003,18.799999,3297692,81728,3215964,32264159,"Africa",91,2103.38129106939,101.81491
"Algeria",2004,19.700001,3205753,83812,3121941,32692153,"Africa",94,2610.18542243488,99.09454
"Algeria",2005,20.700001,3115071,86448,3028623,33149720,"Africa",98,3113.09488313746,96.69759
"Algeria",2006,21.6,3051530,90939,2960591,33641007,"Africa",99,3478.71000237566,94.355
"Algeria",2007,22.5,2999483,96011,2903472,34166976,"Africa",103,3950.5129931247,92.24777
"Algeria",2008,23.299999,2962131,101419,2860712,34730604,"Africa",104,4923.63161541179,90.29036
"Algeria",2009,24.1,2944512,107066,2837446,35333882,"Africa",104,3883.27090043586,88.51929
"Algeria",2010,24.6,2948128,112915,2835213,35977451,"Africa",106,4480.78631766464,86.49803
"Algeria",2011,24.6,3028690,117718,2910972,36661438,"Africa",105,5455.67940349747,85.19544
"Algeria",2012,24.4,3123101,122671,3000430,37383899,"Africa",105,5592.22011465753,83.76047
"Andorra",1990,19.5,12649,5272,7378,54508,"Europe",23,18878.8523130643,116.02391
"Andorra",1991,19.4,13530,5629,7900,56666,"Europe",16,19534.2636301538,115.227264
"Andorra",1992,19.5,14305,5937,8368,58882,"Europe",13,20549.8055751695,114.49643
"Andorra",1993,19.700001,15001,6207,8793,60974,"Europe",14,16515.6583953924,112.28
"Andorra",1994,19.799999,15325,6324,9000,62676,"Europe",14,16235.0680377239,110.020584
"Andorra",1995,20,15201,6255,8946,63860,"Europe",16,18458.1739929996,107.43786
"Andorra",1996,20.1,15240,6256,8984,64363,"Europe",19,19016.2881877293,105.16843
"Andorra",1997,20,15387,6318,9069,64318,"Europe",17,18355.6278604321,102.39892
"Andorra",1998,19.9,15548,6400,9148,64140,"Europe",15,18895.110661321,99.989395
"Andorra",1999,19.6,15598,6442,9156,64368,"Europe",17,19262.3089910407,97.769424
"Andorra",2000,19.4,15541,6442,9100,65390,"Europe",16,21854.2468030614,95.83984
"Andorra",2001,19.1,15479,6441,9038,67344,"Europe",18,22970.5122133619,94.026794
"Andorra",2002,18.799999,15516,6477,9039,70048,"Europe",20,25067.2400639132,92.04641
"Andorra",2003,18.6,15952,6683,9269,73180,"Europe",22,32272.8458909877,90.366165
"Andorra",2004,18.4,16734,7039,9695,76250,"Europe",21,37966.1872524395,89.32431
"Andorra",2005,18.299999,17121,7228,9893,78871,"Europe",20,40064.2249292197,87.63332
"Andorra",2006,18.200001,17322,7339,9983,80995,"Europe",21,42674.7589681092,86.32323
"Andorra",2007,18.200001,17576,7467,10109,82682,"Europe",22,47804.8499340211,84.50461
"Andorra",2008,18.4,17716,7539,10177,83860,"Europe",25,48719.6587699036,83.26372
"Andorra",2009,18.700001,17751,7559,10191,84461,"Europe",25,43504.2156523202,82.37093
"Andorra",2010,19.1,17718,7544,10174,84454,"Europe",25,40850.2481432297,81.295334
"Andorra",2011,19.6,17686,7528,10158,83748,"Europe",24,43334.8114127088,80.0141
"Andorra",2012,19.9,17757,7542,10216,82427,"Europe",20,38686.4612635075,78.896515
"Angola",1990,23.299999,482103,30761,451343,11848385,"Africa",152,948.338177965671,114.32099
"Angola",1994,23.4,546030,34617,511413,13503753,"Africa",151,251.078348367302,115.41706
"Angola",1995,23.4,562869,35600,527270,13945205,"Africa",152,398.79099821209,114.5085
"Angola",1996,23.200001,577854,36546,541308,14400722,"Africa",152,522.679624255226,111.58504
"Angola",1997,23,593637,38334,555304,14871572,"Africa",151,514.385174425759,109.820206
"Angola",1998,22.700001,610351,40950,569400,15359600,"Africa",150,423.619048972815,109.78889
"Angola",1999,22.4,628396,43849,584547,15866871,"Africa",152,387.785124062555,108.931076
"Angola",2000,22.1,648075,46818,601257,16395477,"Africa",152,556.838631674927,107.16247
"Angola",2001,21.9,670045,49824,620221,16945753,"Africa",152,527.333528536691,103.93605
"Angola",2002,21.5,693035,52818,640216,17519418,"Africa",152,872.494441791273,98.65357
"Angola",2003,21.299999,717513,55809,661704,18121477,"Africa",151,982.96100777685,95.68253
"Angola",2004,21,742615,58755,683860,18758138,"Africa",151,1255.56451325546,94.66228
"Angola",2005,20.6,767136,61608,705528,19433604,"Africa",152,1902.42214975937,90.60067
"Angola",2006,20.1,791084,64417,726667,20149905,"Africa",152,2599.56594793067,89.23109
"Angola",2007,19.6,814860,67120,747739,20905360,"Africa",152,3121.99608528081,86.48457
"Angola",2008,19,839378,69819,769559,21695636,"Africa",152,4080.94103372417,84.56517
"Angola",2009,18.6,865678,72575,793103,22514275,"Africa",151,3122.7815987074,82.850334
"Angola",2010,18.299999,893543,75343,818200,23356247,"Africa",152,3587.88364462837,80.83024
"Angola",2011,18.1,923026,78239,844787,24220660,"Africa",152,4615.46821863819,79.3852
"Angola",2012,17.9,954216,81267,872950,25107925,"Africa",152,5100.09702685927,78.29832
"Antigua and Barbuda",1990,74.099998,1723,466,1257,62533,"North America",158,7347.64636864328,45.728844
"Antigua and Barbuda",1991,70.300003,1711,464,1248,63363,"North America",159,7602.34533414465,45.987995
"Antigua and Barbuda",1992,67.5,1728,468,1261,64459,"North America",159,7745.72179961652,46.644783
"Antigua and Barbuda",1993,65,1758,475,1283,65777,"North America",159,8136.18854727449,49.317814
"Antigua and Barbuda",1994,62.599998,1792,486,1306,67201,"North America",159,8771.14372746878,49.616673
"Antigua and Barbuda",1995,61.200001,1835,502,1333,68672,"North America",160,8406.35894515205,50.042747
"Antigua and Barbuda",1996,59.599998,1873,520,1353,70176,"North America",160,9030.5749776224,45.44344
"Antigua and Barbuda",1997,58.200001,1905,538,1366,71707,"North America",160,9491.66076559497,43.947468
"Antigua and Barbuda",1998,56.700001,1932,556,1376,73219,"North America",160,9940.85222769034,43.114277
"Antigua and Barbuda",1999,55.099998,1956,571,1385,74674,"North America",160,10260.5994054155,42.627346
"Antigua and Barbuda",2000,53.700001,1976,581,1396,76007,"North America",160,10872.2929515751,42.138706
"Antigua and Barbuda",2001,52.5,1998,586,1412,77212,"North America",159,10367.3196068161,41.18676
"Antigua and Barbuda",2002,51.200001,2014,587,1428,78298,"North America",159,10401.0508759034,40.351986
"Antigua and Barbuda",2003,49.799999,2028,585,1443,79311,"North America",159,10797.9510571837,39.874123
"Antigua and Barbuda",2004,48.299999,2039,584,1455,80347,"North America",159,11446.9691417182,39.44838
"Antigua and Barbuda",2005,46.5,2052,588,1464,81462,"North America",158,12557.5478500769,39.12151
"Antigua and Barbuda",2006,44.099998,2060,594,1466,82715,"North America",158,13995.8044243845,39.6376
"Antigua and Barbuda",2007,41.299999,2069,604,1465,84029,"North America",158,15622.6928710238,45.80931
"Antigua and Barbuda",2008,39.099998,2088,617,1471,85394,"North America",157,16044.1057963132,45.36679
"Antigua and Barbuda",2009,38.200001,2121,634,1486,86743,"North America",157,14160.5620007335,40.693638
"Antigua and Barbuda",2010,38.099998,2157,648,1508,88030,"North America",157,13048.9605816199,40.04119
"Antigua and Barbuda",2011,38.5,2197,662,1536,89250,"North America",157,12746.6334682021,39.61981
"Antigua and Barbuda",2012,38.900002,2236,673,1563,90407,"North America",156,13272.7349447294,38.898994
"Argentina",1990,19.1,5711538,2471415,3240123,32618648,"South America",56,4333.48337168025,143.76405
"Argentina",1991,19,5788048,2509421,3278627,33079002,"South America",57,5735.3599805848,139.54912
"Argentina",1992,18.799999,5862939,2550732,3312207,33529320,"South America",57,6823.53883710424,138.11658
"Argentina",1993,18.5,5937593,2592532,3345061,33970103,"South America",57,6969.11972904571,134.18329
"Argentina",1994,18.200001,6008934,2633558,3375376,34402669,"South America",56,7483.14033425721,129.38954
"Argentina",1995,18,6091760,2678275,3413485,34828168,"South America",56,7408.70866363112,127.74056
"Argentina",1996,17.799999,6175547,2724716,3450831,35246376,"South America",54,7721.35410460355,126.702736
"Argentina",1997,17.6,6210715,2744874,3465842,35657438,"South America",55,8213.12512693705,125.6745
"Argentina",1998,17.5,6231683,2753661,3478021,36063451,"South America",55,8289.5075682025,125.10174
"Argentina",1999,17.5,6266828,2765402,3501425,36467218,"South America",55,7774.73620280001,124.21781
"Argentina",2000,17.5,6315848,2780452,3535396,36870796,"South America",53,7708.09911454041,118.90672
"Argentina",2001,17.6,6378514,2797441,3581073,37275644,"South America",52,7208.37311355372,117.46662
"Argentina",2002,17.700001,6460856,2821133,3639723,37681743,"South America",52,2593.404563368,117.65822
"Argentina",2003,17.9,6530178,2839831,3690347,38087866,"South America",52,3349.80630031036,116.846375
"Argentina",2004,18,6578400,2851670,3726730,38491970,"South America",49,4277.72157290954,112.76554
"Argentina",2005,18.1,6598388,2850828,3747559,38892924,"South America",50,5109.85224490403,109.610245
"Argentina",2006,18.299999,6543968,2813769,3730200,39289876,"South America",50,5919.01233837714,108.03386
"Argentina",2007,18.5,6478164,2770469,3707695,39684303,"South America",50,7245.44685667197,108.96223
"Argentina",2008,18.6,6416750,2723762,3692988,40080159,"South America",51,9020.87332314274,104.98233
"Argentina",2009,18.799999,6348211,2669364,3678848,40482786,"South America",53,8225.13758261645,103.209946
"Argentina",2010,19.1,6218327,2580572,3637755,40788453,"South America",57,10385.9644319555,102.17854
"Argentina",2011,19.4,6085273,2492561,3592711,41261490,"South America",59,12848.8641969705,101.04919
"Argentina",2012,19.700001,5987695,2425107,3562587,41733271,"South America",62,13082.664325572,99.54961
"Armenia",1990,21.6,691309,35312,655997,3538164,"Asia",48,637.85592120941,160.52524
"Armenia",1991,21.799999,686801,35697,651103,3505249,"Asia",46,590.505875579775,167.4617
"Armenia",1992,22.1,676808,35943,640864,3442820,"Asia",46,369.707232276548,178.89383
"Armenia",1993,22.5,663085,36028,627057,3363111,"Asia",46,357.202848575393,184.34506
"Armenia",1994,22.9,648834,36139,612695,3283664,"Asia",44,400.515593762192,174.81009
"Armenia",1995,23.4,637232,36245,600987,3217349,"Asia",44,456.374933276273,168.2599
"Armenia",1996,23.799999,629091,36353,592738,3168213,"Asia",44,504.059842642233,165.48361
"Armenia",1997,24.5,619192,34646,584546,3133081,"Asia",43,523.284410700367,154.22781
"Armenia",1998,25.1,612686,33231,579455,3108691,"Asia",44,609.17165368466,146.84743
"Armenia",1999,25.5,609215,31982,577233,3089020,"Asia",43,597.432898792278,146.88297
"Armenia",2000,25.799999,607845,30650,577195,3069597,"Asia",42,622.740922945281,141.87466
"Armenia",2001,26,605465,28353,577112,3050686,"Asia",43,694.423455373229,141.6069
"Armenia",2002,26,606408,26413,579996,3033976,"Asia",38,783.241214960091,142.2664
"Armenia",2003,25.9,609887,24813,585074,3017938,"Asia",31,930.125472654125,142.66116
"Armenia",2004,25.6,614375,23514,590862,3000715,"Asia",29,1191.92100563238,140.79784
"Armenia",2005,25.200001,618988,22475,596512,2981262,"Asia",28,1643.75688889146,141.13335
"Armenia",2006,24.9,620158,21728,598431,2958301,"Asia",27,2158.1480742298,141.45062
"Armenia",2007,24.6,620281,21156,599125,2932615,"Asia",25,3139.28071035448,137.2339
"Armenia",2008,24.299999,620155,20715,599440,2907615,"Asia",22,4010.86138084833,137.52107
"Armenia",2009,24,620825,20441,600384,2888094,"Asia",21,2994.34047090816,136.05217
"Armenia",2010,23.700001,622517,20340,602177,2877314,"Asia",18,3218.37829927419,133.28728
"Armenia",2011,23.4,626850,20498,606352,2876536,"Asia",18,3525.80719813557,130.8504
"Armenia",2012,23.1,631086,20821,610265,2884239,"Asia",18,3681.84469060495,126.23753
"Australia",1990,22.9,3338082,1545244,1792838,17065100,"Oceania",46,18243.4714183672,125.4974
"Australia",1991,22.700001,3360141,1550622,1809519,17284000,"Oceania",47,18855.7619964202,119.44787
"Australia",1992,22.4,3378500,1556379,1822121,17495000,"Oceania",48,18604.1882699613,115.97818
"Australia",1993,22.1,3396002,1563979,1832023,17667000,"Oceania",48,17667.1870997502,111.02158
"Australia",1994,21.9,3390339,1566890,1823449,17855000,"Oceania",47,18079.3801793746,108.15138
"Australia",1995,21.700001,3382914,1571260,1811654,18072000,"Oceania",49,20358.3333563413,103.28636
"Australia",1996,21.5,3370175,1571726,1798449,18311000,"Oceania",50,21904.2941177592,99.64642
"Australia",1997,21.299999,3350770,1566609,1784160,18517000,"Oceania",52,23509.4234684514,94.7408
"Australia",1998,21,3328343,1557835,1770507,18711000,"Oceania",52,21345.9709868552,89.66509
"Australia",1999,20.799999,3285821,1530452,1755368,18926000,"Oceania",54,20558.9604021981,84.670586
"Australia",2000,20.700001,3250473,1503713,1746761,19153000,"Oceania",54,21697.7084797731,80.424995
"Australia",2001,20.5,3222749,1480815,1741934,19413000,"Oceania",54,19527.3235767954,76.54641
"Australia",2002,20.299999,3196807,1461459,1735348,19651400,"Oceania",55,20117.7888912664,73.39806
"Australia",2003,20.200001,3166639,1442434,1724204,19895400,"Oceania",56,23492.4051742272,69.3863
"Australia",2004,20.1,3129217,1422859,1706358,20127400,"Oceania",58,30513.9417409748,66.32981
"Australia",2005,20.1,3087272,1403957,1683315,20394800,"Oceania",61,34080.9998953245,63.16741
"Australia",2006,20.200001,3044524,1384748,1659776,20697900,"Oceania",61,36117.487983674,60.65758
"Australia",2007,20.299999,3006203,1367864,1638339,20827600,"Oceania",63,41001.1429790999,59.46906
"Australia",2008,20.4,2988559,1360640,1627919,21249200,"Oceania",64,49654.9105957389,57.939526
"Australia",2009,20.5,2979659,1356975,1622685,21691700,"Oceania",68,42783.3225651148,55.634674
"Australia",2010,20.5,2944091,1341872,1602219,22031750,"Oceania",73,52087.9722888891,53.610264
"Australia",2011,20.4,2938308,1340226,1598082,22340024,"Oceania",76,62574.1457032412,52.226112
"Australia",2012,20.1,2961263,1354856,1606407,22733465,"Oceania",78,68027.8417067378,50.327312
"Austria",1990,23.700001,1782252,704458,1077794,7677850,"Europe",22,21680.989623313,106.677986
"Austria",1991,22.9,1826640,732574,1094066,7754891,"Europe",19,22410.9117666654,105.891365
"Austria",1992,22.5,1860854,757323,1103531,7840709,"Europe",17,24880.1641180361,104.43817
"Austria",1993,22.200001,1884044,775803,1108241,7905633,"Europe",16,24081.5277928004,103.05225
"Austria",1994,22.200001,1886001,782909,1103092,7936118,"Europe",17,25646.7006591684,100.57748
"Austria",1995,22.299999,1865505,777451,1088054,7948278,"Europe",22,30325.8495818396,99.494446
"Austria",1996,22.5,1838227,768796,1069431,7959017,"Europe",24,29809.0767730821,98.48799
"Austria",1997,22.5,1835214,771473,1063741,7968041,"Europe",23,26705.4785993891,96.351555
"Austria",1998,21.6,1891378,802327,1089051,7976789,"Europe",18,27361.8751106437,94.71396
"Austria",1999,20.700001,1961512,841498,1120013,7992324,"Europe",13,27174.2971559775,92.367744
"Austria",2000,19.9,2020904,878852,1142052,8011566,"Europe",10,24564.4582948404,89.4671
"Austria",2001,19.200001,2078882,915747,1163135,8042293,"Europe",6,24537.5142629883,86.563995
"Austria",2002,18.799999,2125994,946866,1179128,8081957,"Europe",6,26401.7454564357,85.80379
"Austria",2003,18.700001,2136144,957877,1178268,8121423,"Europe",6,32222.8972411655,84.849236
"Austria",2004,18.799999,2132330,959119,1173210,8171966,"Europe",9,36821.5214680093,82.57505
"Austria",2005,19,2109607,943268,1166338,8227829,"Europe",10,38403.1338770715,80.88056
"Austria",2006,19.200001,2080950,924958,1155991,8268641,"Europe",10,40635.2818159724,78.85246
"Austria",2007,19.200001,2067054,912791,1154263,8295487,"Europe",10,46855.7717452095,78.24452
"Austria",2008,19.1,2064563,905549,1159015,8321496,"Europe",8,51708.7657541758,77.1722
"Austria",2009,19.1,2078843,904335,1174508,8343323,"Europe",8,47963.1794023217,77.75116
"Austria",2010,19,2088106,904509,1183597,8363404,"Europe",7,46858.0432733717,76.63877
"Austria",2011,18.9,2097089,906331,1190758,8391643,"Europe",7,51374.9584066934,75.64246
"Austria",2012,18.799999,2109044,910273,1198771,8429991,"Europe",7,48567.69528642,74.963196
"Azerbaijan",1992,17,1052460,23238,1029222,7382050,"Asia",68,60.4582135796365,147.39359
"Azerbaijan",1993,16.4,1067887,23416,1044471,7494800,"Asia",71,209.478571809788,152.38708
"Azerbaijan",1994,15.8,1079956,23633,1056323,7596550,"Asia",72,157.086059054548,156.93556
"Azerbaijan",1995,15,1088491,23797,1064694,7684850,"Asia",73,314.561226313624,158.80547
"Azerbaijan",1996,14.4,1094683,23972,1070711,7763000,"Asia",73,409.163189106479,157.03949
"Azerbaijan",1997,13.9,1099422,23994,1075428,7838250,"Asia",73,505.500349333104,152.1149
"Azerbaijan",1998,13.5,1105618,24060,1081558,7913000,"Asia",74,561.906807871869,147.99498
"Azerbaijan",1999,13.2,1116822,24220,1092602,7982750,"Asia",73,573.916512334089,144.91792
"Azerbaijan",2000,13.1,1133760,24421,1109339,8048600,"Asia",73,655.119945170816,142.939
"Azerbaijan",2001,13.1,1156530,24761,1131769,8111200,"Asia",71,703.683843432722,139.74951
"Azerbaijan",2002,13.2,1184983,25202,1159781,8171950,"Asia",70,763.080637985358,140.81396
"Azerbaijan",2003,13.4,1218512,25761,1192751,8234100,"Asia",63,883.733971498452,142.81429
"Azerbaijan",2004,13.7,1255303,26369,1228934,8306500,"Asia",62,1045.00937916805,142.7395
"Azerbaijan",2005,14.1,1297283,27108,1270175,8391850,"Asia",59,1578.40239029603,146.33093
"Azerbaijan",2006,14.8,1345112,28022,1317091,8484550,"Asia",54,2473.08181863536,147.20354
"Azerbaijan",2007,15.5,1395636,29041,1366595,8581300,"Asia",51,3851.43786871172,145.71321
"Azerbaijan",2008,16.1,1445241,30055,1415187,8763400,"Asia",49,5574.60380218613,148.00029
"Azerbaijan",2009,16.5,1493864,31062,1462802,8947243,"Asia",48,4950.29479142375,148.18382
"Azerbaijan",2010,16.799999,1540019,31967,1508052,9054332,"Asia",46,5843.5337683582,148.8657
"Azerbaijan",2011,17,1582090,32782,1549308,9173082,"Asia",45,7189.69122920765,150.7712
"Azerbaijan",2012,17,1622189,33504,1588685,9295784,"Asia",45,7496.29464768263,153.02261
"Bahrain",1990,22.6,50728,8145,42582,495927,"Asia",93,8529.05212670928,212.4051
"Bahrain",1991,23.1,51565,8412,43153,509762,"Asia",94,9055.6444071063,212.94804
"Bahrain",1992,23.299999,52978,8644,44334,523082,"Asia",94,9082.82798832159,207.19774
"Bahrain",1993,23.4,54518,8905,45614,536212,"Asia",94,9698.15288998905,196.99728
"Bahrain",1994,23.5,56040,9165,46875,549590,"Asia",94,10130.3762030729,193.17104
"Bahrain",1995,23.6,57493,9436,48057,563698,"Asia",96,10376.953296178,193.64381
"Bahrain",1996,23.700001,58814,9708,49106,578661,"Asia",96,10544.7946831914,192.68849
"Bahrain",1997,24,59543,9751,49792,594927,"Asia",96,10672.2377596193,189.9609
"Bahrain",1998,24.5,59966,9651,50315,613697,"Asia",96,10076.2698786937,187.1112
"Bahrain",1999,26,58489,8865,49624,636540,"Asia",98,10401.5621521671,177.79756
"Bahrain",2000,27.4,57985,8174,49811,664610,"Asia",105,13636.4167499288,151.8525
"Bahrain",2001,28.200001,58916,7692,51224,697550,"Asia",105,12868.1769170821,129.5227
"Bahrain",2002,27.200001,64235,7864,56371,735140,"Asia",103,13049.9097291643,146.73056
"Bahrain",2003,25.700001,71990,8275,63715,778708,"Asia",98,14222.0367965749,160.61568
"Bahrain",2004,23.9,83000,8989,74011,829846,"Asia",93,15846.5059474506,155.79974
"Bahrain",2005,22,97778,10036,87741,889157,"Asia",85,17959.3968267194,148.72365
"Bahrain",2006,20.1,116897,11444,105453,958423,"Asia",80,19307.5089373876,140.1727
"Bahrain",2007,18.5,139652,13153,126499,1035924,"Asia",72,20976.442287272,131.85312
"Bahrain",2008,17.6,160060,14879,145181,1114645,"Asia",61,23066.4509824376,124.356895
"Bahrain",2009,17.1,177840,16500,161339,1185075,"Asia",58,19355.9210050895,116.72954
"Bahrain",2010,16.9,190737,17850,172887,1240864,"Asia",56,20722.0704900745,110.42806
"Bahrain",2011,16.9,197864,18821,179043,1278153,"Asia",56,22514.202716483,104.79931
"Bahrain",2012,17,200159,19480,180679,1299942,"Asia",57,23654.3695877495,100.05099
"Bangladesh",1990,7.8000002,14786930,459493,14327437,103171957,"Asia",67,306.268700840472,200.78433
"Bangladesh",1991,7.5999999,15161601,467769,14693832,105599125,"Asia",67,293.160421069586,182.07127
"Bangladesh",1992,7.4000001,15523009,476062,15046948,107983708,"Asia",67,293.644987576871,177.89366
"Bangladesh",1993,7.1999998,15885115,484409,15400707,110350641,"Asia",68,300.555747727731,173.0064
"Bangladesh",1994,7,16267239,494298,15772942,112737684,"Asia",69,299.533037088051,167.78816
"Bangladesh",1995,6.8000002,16670371,504605,16165766,115169933,"Asia",69,329.424076062081,166.4979
"Bangladesh",1996,6.5999999,17095713,514935,16580778,117649927,"Asia",70,394.717491899332,160.93059
"Bangladesh",1997,6.4000001,17553987,529777,17024210,120160571,"Asia",69,401.498667424687,154.85056
"Bangladesh",1998,6.0999999,18016354,541372,17474981,122682818,"Asia",68,407.429176197808,149.93585
"Bangladesh",1999,5.9000001,18503259,553951,17949308,125189655,"Asia",68,409.543183768079,145.39758
"Bangladesh",2000,5.5999999,19014894,567394,18447500,127657862,"Asia",67,418.068942112038,145.51588
"Bangladesh",2001,5.4000001,19575053,582470,18992582,130088709,"Asia",63,415.034404287378,141.99142
"Bangladesh",2002,5.0999999,20180474,602230,19578244,132478077,"Asia",63,413.080282638086,141.9244
"Bangladesh",2003,4.8000002,21008853,662256,20346598,134791598,"Asia",60,446.310675745944,142.51006
"Bangladesh",2004,4.5,21630563,720567,20909996,136986429,"Asia",57,475.291930195819,139.48302
"Bangladesh",2005,4.3000002,22035646,724420,21311226,139035505,"Asia",56,499.461940239156,138.15407
"Bangladesh",2006,4.0999999,22330758,720695,21610062,140921154,"Asia",55,509.640189887604,138.3088
"Bangladesh",2007,3.9000001,22540179,712258,21827921,142660381,"Asia",54,558.051840707954,134.4905
"Bangladesh",2008,3.8,22693137,704269,21988868,144304164,"Asia",53,634.987069668507,126.89886
"Bangladesh",2009,3.5999999,22869372,698950,22170421,145924795,"Asia",54,702.264419644314,120.354836
"Bangladesh",2010,3.4000001,23204268,704126,22500142,147575433,"Asia",53,781.153577677298,115.8705
"Bangladesh",2011,3.2,23586140,724048,22862092,149273134,"Asia",53,861.762162181077,102.18771
"Bangladesh",2012,3,24013742,750115,23263625,151005733,"Asia",52,883.117129615718,91.160286
"Barbados",1990,30.799999,13509,2276,11233,260933,"North America",141,7711.29545617628,46.24543
"Barbados",1991,30.700001,13532,2262,11270,261912,"North America",141,7714.74274597281,45.082367
"Barbados",1992,30.9,13581,2255,11325,262890,"North America",140,7444.1781733805,45.471905
"Barbados",1993,31.200001,13604,2245,11358,263869,"North America",139,7819.57000268592,45.25138
"Barbados",1994,31.6,13632,2236,11396,264893,"North America",139,8121.56191861473,45.62889
"Barbados",1995,31.799999,13663,2224,11439,265955,"North America",140,8335.89929257052,44.859867
"Barbados",1996,32,13686,2210,11476,267047,"North America",140,8851.04645800324,44.20077
"Barbados",1997,32,13636,2179,11457,268183,"North America",141,9315.96756568231,43.755806
"Barbados",1998,31.799999,13574,2148,11426,269334,"North America",141,10459.4424704914,41.72508
"Barbados",1999,31.5,13515,2121,11394,270455,"North America",140,10914.2822448996,38.637955
"Barbados",2000,31.200001,13471,2101,11370,271511,"North America",139,11268.4200640121,37.908665
"Barbados",2001,31,13467,2093,11374,272494,"North America",138,11209.4211248688,36.316216
