"Country","Year","Daily_Cigarettes","Total_Smokers","Total_Female_Smokers","Total_Male_Smokers","Population","Continent","Rank","GDP","Deaths"
"Malaysia",1998,16.1,3162243,121515,3040727,22114647,"Asia",71,3263.33488302299,132.06128
"Malaysia",1999,16,3236036,123234,3112802,22661293,"Asia",71,3492.67012489674,141.83072
"Malaysia",2000,15.8,3302524,125135,3177389,23194252,"Asia",72,4043.66292312877,133.97
"Malaysia",2001,15.8,3367933,127567,3240366,23709115,"Asia",72,3913.42938647946,132.98015
"Malaysia",2002,15.9,3424980,130441,3294540,24208391,"Asia",72,4165.72610363859,131.1439
"Malaysia",2003,15.9,3473537,133334,3340204,24698821,"Asia",73,4461.84732546759,130.35768
"Malaysia",2004,16.1,3491809,136011,3355798,25190647,"Asia",73,4952.21395799046,124.4726
"Malaysia",2005,16.299999,3512893,137900,3374993,25690615,"Asia",72,5587.02477972975,119.98544
"Malaysia",2006,16.299999,3558685,135255,3423431,26201954,"Asia",71,6209.12616705899,117.21089
"Malaysia",2007,16.200001,3613131,131992,3481139,26720367,"Asia",71,7243.45680069813,115.350586
"Malaysia",2008,16.1,3677770,128566,3549204,27236003,"Asia",73,8474.58776222379,117.35863
"Malaysia",2009,16,3760559,125875,3634684,27735038,"Asia",72,7292.4949731478,117.4822
"Malaysia",2010,15.7,3864928,124075,3740853,28208028,"Asia",70,9040.56849464524,113.384926
"Malaysia",2011,15.4,3977655,123611,3854044,28650962,"Asia",64,10399.3702125714,110.56134
"Malaysia",2012,15.2,4085928,127663,3958265,29068189,"Asia",64,10817.4317100783,107.694046
"Maldives",1990,27.299999,22582,4548,18034,223159,"Asia",95,963.635658204447,219.11241
"Maldives",1991,27.5,23004,4683,18320,229743,"Asia",96,1063.78327924394,220.05534
"Maldives",1992,27.799999,23440,4825,18615,236271,"Asia",97,1205.71259095547,218.57007
"Maldives",1993,28.1,23925,4980,18945,242596,"Asia",97,1329.03195915007,213.81833
"Maldives",1994,28.4,24454,5152,19302,248582,"Asia",98,1432.17689015512,206.37207
"Maldives",1995,28.6,25085,5356,19729,254144,"Asia",98,1569.93261682457,201.03839
"Maldives",1996,28.700001,25812,5597,20215,259178,"Asia",97,1737.73363461568,196.88028
"Maldives",1997,28.700001,26699,5616,21084,263836,"Asia",94,1926.28603518447,188.81746
"Maldives",1998,28.700001,27637,5700,21937,268445,"Asia",93,2011.94433727978,176.18192
"Maldives",1999,28.6,28619,5824,22795,273522,"Asia",91,2154.26822563039,164.94978
"Maldives",2000,28.4,29659,5971,23687,279396,"Asia",91,2234.59586137462,159.25691
"Maldives",2001,28.200001,30764,6126,24638,286309,"Asia",88,3038.7814166818,154.02759
"Maldives",2002,28,31932,6273,25659,294185,"Asia",85,3049.20798137227,145.01375
"Maldives",2003,27.6,33154,6404,26750,302681,"Asia",84,3476.00627289952,136.5107
"Maldives",2004,27.200001,34470,6499,27971,311265,"Asia",85,3941.43113584887,127.65452
"Maldives",2005,26.700001,36045,6422,29623,319604,"Asia",83,3640.0121322011,120.244484
"Maldives",2006,26.1,37745,6353,31391,327489,"Asia",82,4809.93374014089,113.93914
"Maldives",2007,25.4,39558,6316,33242,335172,"Asia",82,5574.40198148264,108.036545
"Maldives",2008,24.700001,41461,6323,35138,343448,"Asia",83,6614.23617985838,103.35111
"Maldives",2009,24.1,43429,6394,37035,353391,"Asia",83,6636.54387067016,99.592384
"Maldives",2010,23.6,45162,6626,38536,365730,"Asia",82,7076.73982087196,96.06673
"Maldives",2011,23.200001,46819,6900,39919,380493,"Asia",81,7291.46596660877,92.52219
"Maldives",2012,22.799999,48450,7199,41251,397231,"Asia",81,7265.72339947372,88.79331
"Mali",1990,6.5999999,431862,67850,364012,8449915,"Africa",143,317.394827422115,41.063534
"Mali",1991,6.6999998,439329,68652,370677,8635528,"Africa",143,315.452814317691,40.728348
"Mali",1992,6.8000002,449333,69624,379710,8850334,"Africa",141,319.840204737845,40.90074
"Mali",1993,6.8000002,461464,70711,390753,9087173,"Africa",141,310.141201645306,40.94536
"Mali",1994,6.9000001,474834,71805,403029,9334893,"Africa",140,223.019600379793,41.176853
"Mali",1995,7,488765,72918,415846,9585660,"Africa",141,282.340143825172,41.26009
"Mali",1996,7.0999999,502804,74022,428782,9837575,"Africa",141,282.634211882921,41.070656
"Mali",1997,7.1999998,514771,75658,439113,10094363,"Africa",140,267.189016435596,40.546406
"Mali",1998,7.3000002,527771,77206,450565,10360564,"Africa",140,281.873409312082,39.938538
"Mali",1999,7.4000001,542248,78810,463439,10642937,"Africa",138,323.288903415366,39.452717
"Mali",2000,7.5,558050,80476,477575,10946448,"Africa",137,270.542236003215,39.591267
"Mali",2001,7.5999999,575093,82306,492787,11271603,"Africa",137,307.704859489839,39.36534
"Mali",2002,7.6999998,592962,84382,508580,11616890,"Africa",136,336.418739164893,39.646763
"Mali",2003,7.8000002,612114,86757,525357,11982692,"Africa",136,393.405009104329,39.5486
"Mali",2004,7.9000001,631188,90496,540692,12369078,"Africa",136,440.956777118877,39.772007
"Mali",2005,8,651403,94518,556885,12775509,"Africa",135,489.021336942005,39.94835
"Mali",2006,8.1000004,672540,98679,573861,13203378,"Africa",134,523.038603102408,40.322304
"Mali",2007,8.3000002,693925,101740,592185,13651455,"Africa",134,597.484457562443,41.213963
"Mali",2008,8.3999996,716458,104813,611645,14113578,"Africa",136,697.087868500301,41.966587
"Mali",2009,8.5,740311,107847,632464,14581427,"Africa",135,701.717113381612,42.816307
"Mali",2010,8.6000004,763965,110698,653266,15049352,"Africa",135,710.274249372168,43.195415
"Mali",2011,8.6999998,786396,113256,673140,15514593,"Africa",135,837.605820999201,43.219234
"Mali",2012,8.6999998,808244,115719,692525,15979492,"Africa",135,778.625269510972,43.446487
"Malta",1990,37.599998,81832,32016,49817,354170,"Europe",25,7191.92360259617,127.819954
"Malta",1991,37.700001,82738,32248,50490,363845,"Europe",30,7558.27738257485,124.81283
"Malta",1992,37.799999,83509,32420,51090,367618,"Europe",30,8220.2455176794,122.81598
"Malta",1993,37.799999,84146,32550,51597,371308,"Europe",28,7296.31014355389,119.9092
"Malta",1994,37.799999,84596,32647,51948,374797,"Europe",29,8000.51800452232,115.61477
"Malta",1995,37.799999,84840,32705,52135,377419,"Europe",28,9857.48077075996,114.61388
"Malta",1996,37.700001,84986,32746,52239,379905,"Europe",28,10062.7335816427,113.880066
"Malta",1997,37.900002,84333,32529,51804,382791,"Europe",28,9909.89448137082,112.63898
"Malta",1998,38,83766,32342,51423,385287,"Europe",30,10409.3084462741,107.99163
"Malta",1999,38.099998,83165,32145,51020,387578,"Europe",30,10633.6033825767,105.79047
"Malta",2000,38.200001,82366,31871,50495,390087,"Europe",30,10432.3281192942,102.64398
"Malta",2001,38.400002,81728,31620,50109,393028,"Europe",31,10402.233373566,100.3317
"Malta",2002,38.599998,81098,31393,49705,395969,"Europe",32,11289.889843514,98.39958
"Malta",2003,39.200001,79821,30954,48867,398582,"Europe",35,13669.497117709,95.11316
"Malta",2004,39.799999,78698,30611,48087,401268,"Europe",37,15197.056707914,90.88282
"Malta",2005,40.400002,77642,30341,47301,403834,"Europe",38,15888.1723209834,87.71097
"Malta",2006,40.900002,76897,30216,46681,405308,"Europe",36,16723.8841811168,83.07463
"Malta",2007,41.299999,76405,30181,46224,406724,"Europe",36,19485.8711939782,80.57704
"Malta",2008,41.400002,76240,30222,46019,409379,"Europe",35,22205.3568142179,78.12428
"Malta",2009,41.099998,77328,30431,46897,412477,"Europe",36,21083.2771462998,75.182846
"Malta",2010,40.900002,78143,30696,47448,414508,"Europe",35,21799.1742559798,72.978386
"Malta",2011,40.599998,79181,31015,48166,416268,"Europe",35,23155.5547893882,71.403366
"Malta",2012,40.299999,80354,31356,48998,420028,"Europe",34,22527.6367563271,69.58195
"Marshall Islands",1990,20.5,5032,593,4439,47265,"Oceania",92,1660.34063260341,187.01405
"Marshall Islands",1991,20.299999,5174,610,4564,48403,"Oceania",92,1704.58442658513,186.47746
"Marshall Islands",1992,20.1,5289,625,4665,49242,"Oceania",90,1849.29531700581,186.37717
"Marshall Islands",1993,19.9,5395,638,4756,49828,"Oceania",89,1996.08653768965,182.12535
"Marshall Islands",1994,19.6,5488,651,4837,50214,"Oceania",89,2152.20854741705,164.5358
"Marshall Islands",1995,19.299999,5567,661,4906,50454,"Oceania",89,2382.96269869584,164.80534
"Marshall Islands",1996,19.1,5649,671,4978,50523,"Oceania",88,2194.20857827128,163.74208
"Marshall Islands",1997,19.200001,5720,684,5036,50453,"Oceania",86,2194.23225576279,164.6091
"Marshall Islands",1998,19.200001,5802,698,5105,50356,"Oceania",85,2229.71244737469,164.50597
"Marshall Islands",1999,19.299999,5890,713,5177,50418,"Oceania",84,2267.56912213892,164.70248
"Marshall Islands",2000,19.4,5981,728,5253,50754,"Oceania",81,2272.67801552587,164.85417
"Marshall Islands",2001,19.4,6088,747,5342,51411,"Oceania",80,2389.06070685262,164.84552
"Marshall Islands",2002,19.5,6217,769,5448,52368,"Oceania",80,2515.62404521845,164.93835
"Marshall Islands",2003,19.6,6330,794,5536,53465,"Oceania",79,2457.6545403535,165.10275
"Marshall Islands",2004,19.700001,6441,820,5621,54476,"Oceania",80,2431.166018063,164.79292
"Marshall Islands",2005,19.799999,6550,844,5705,55257,"Oceania",79,2471.35204589464,164.69276
"Marshall Islands",2006,19.799999,6660,870,5789,55765,"Oceania",81,2537.71720613288,165.89441
"Marshall Islands",2007,19.9,6769,895,5874,56046,"Oceania",81,2646.87399636013,165.27661
"Marshall Islands",2008,20,6880,919,5961,56166,"Oceania",82,2704.46355446355,164.59418
"Marshall Islands",2009,20.1,7003,944,6059,56255,"Oceania",82,2662.33401475424,163.6989
"Marshall Islands",2010,20.200001,7155,969,6186,56361,"Oceania",79,2846.06554177534,162.71378
"Marshall Islands",2011,20.200001,7312,994,6318,56524,"Oceania",78,3046.29007147406,161.44615
"Marshall Islands",2012,20.1,7478,1020,6457,56712,"Oceania",76,3181.62470023981,159.98561
"Mauritania",1990,17.9,110291,17129,93163,2034347,"Africa",135,740.736171274275,64.01758
"Mauritania",1991,18.799999,114782,17774,97007,2087914,"Africa",136,1021.92344623598,62.805027
"Mauritania",1992,19.700001,119693,18477,101216,2142645,"Africa",131,1010.10303067717,62.309574
"Mauritania",1993,20.700001,124953,19221,105732,2198538,"Africa",131,840.263216612396,61.609577
"Mauritania",1994,21.9,130810,20017,110793,2255520,"Africa",130,862.27422279877,59.43807
"Mauritania",1995,23.1,137140,20853,116287,2313630,"Africa",130,904.090723533681,57.17895
"Mauritania",1996,24.200001,143867,21724,122143,2372900,"Africa",127,898.513161917476,56.108505
"Mauritania",1997,25.6,151110,22628,128482,2433567,"Africa",125,851.425527557368,54.658363
"Mauritania",1998,27,159081,23614,135467,2496217,"Africa",123,814.17033528337,53.739983
"Mauritania",1999,28.4,167646,24661,142985,2561584,"Africa",119,775.272014079756,51.02512
"Mauritania",2000,29.700001,177102,25800,151302,2630217,"Africa",117,676.569022381448,50.13146
"Mauritania",2001,31.200001,187291,27020,160271,2702405,"Africa",115,646.1151155329,49.86841
"Mauritania",2002,32.700001,198201,28321,169880,2778097,"Africa",113,639.667582877101,48.831158
"Mauritania",2003,34.099998,209193,29678,179515,2857150,"Africa",112,717.899867608237,47.208694
"Mauritania",2004,35.700001,218831,31013,187818,2939246,"Africa",112,803.777915575114,47.056164
"Mauritania",2005,37.200001,228315,32352,195963,3024198,"Africa",110,970.842360719242,45.925106
"Mauritania",2006,38.099998,236406,33569,202837,3111908,"Africa",110,1259.54150505961,45.407253
"Mauritania",2007,38.900002,245673,34992,210681,3202512,"Africa",110,1357.12428510502,43.42046
"Mauritania",2008,39.599998,255347,36462,218885,3296237,"Africa",110,1579.51154806573,41.911373
"Mauritania",2009,40.400002,265760,38008,227752,3393408,"Africa",109,1389.33853309998,42.100655
"Mauritania",2010,41,275938,39328,236610,3494200,"Africa",110,1610.92160333629,40.860706
"Mauritania",2011,41.5,285824,40595,245229,3598646,"Africa",110,1879.77247186677,40.309895
"Mauritania",2012,41.799999,295072,41876,253196,3706555,"Africa",110,1815.21893947923,40.476715
"Mauritius",1990,20.299999,160265,12276,147989,1058775,"Africa",64,2506.17931226708,143.40121
"Mauritius",1991,19.9,163351,12423,150928,1070266,"Africa",64,2669.32770040611,136.92163
"Mauritius",1992,19.6,166581,12594,153987,1084441,"Africa",64,2973.20697742439,133.0305
"Mauritius",1993,19.4,168356,12507,155850,1097374,"Africa",64,2973.79782099643,136.0744
"Mauritius",1994,19.4,169582,12389,157193,1112846,"Africa",63,3197.33102367957,133.70935
"Mauritius",1995,19.4,170378,12265,158113,1122457,"Africa",64,3599.55520192961,129.39275
"Mauritius",1996,19.5,170696,12187,158509,1133996,"Africa",67,3899.43519244996,128.11487
"Mauritius",1997,19.799999,169214,12031,157183,1148284,"Africa",68,3646.63062599001,131.7355
"Mauritius",1998,20.1,167806,11958,155848,1160421,"Africa",69,3593.23408089547,123.30387
"Mauritius",1999,20.799999,164203,11728,152475,1175267,"Africa",74,3695.93490909434,118.80599
"Mauritius",2000,21.5,160555,11537,149018,1186873,"Africa",74,3929.07549503364,111.596634
"Mauritius",2001,22.299999,157370,11408,145962,1196287,"Africa",76,3856.62522686864,108.41238
"Mauritius",2002,23,155005,11366,143639,1204621,"Africa",77,4018.94889731864,107.740135
"Mauritius",2003,23.6,153649,11442,142207,1213370,"Africa",78,4793.71817900161,101.17732
"Mauritius",2004,23.9,154915,12316,142599,1221003,"Africa",77,5388.06578367365,94.77917
"Mauritius",2005,24.1,156979,12603,144376,1228254,"Africa",77,5282.90602155635,90.33712
"Mauritius",2006,24.200001,159568,12879,146689,1233996,"Africa",77,5695.96932704928,84.2237
"Mauritius",2007,24.299999,162544,13133,149411,1239630,"Africa",78,6574.65433811493,77.675255
"Mauritius",2008,24.5,165731,13322,152409,1244121,"Africa",77,8030.06300537304,76.08351
"Mauritius",2009,24.6,169357,13583,155774,1247429,"Africa",71,7318.12640972422,74.71972
"Mauritius",2010,24.700001,173235,13848,159386,1250400,"Africa",66,8000.37643182154,69.69549
"Mauritius",2011,24.799999,177126,14107,163019,1252404,"Africa",62,9197.02697152061,66.99657
"Mauritius",2012,25,180963,14347,166616,1255882,"Africa",61,9291.22761861899,64.079926
"Mexico",1990,10.5,13390657,3591813,9798844,83943135,"North America",62,3112.26859475697,95.45418
"Mexico",1991,10.4,13580359,3671142,9909217,85512621,"North America",62,3661.94796500841,92.14826
"Mexico",1992,10.2,13672636,3730367,9942268,87075136,"North America",63,4170.62338257237,89.87887
"Mexico",1993,10.1,13689015,3765264,9923752,88625440,"North America",63,5650.02628596643,87.94503
"Mexico",1994,10.3,13183042,3599002,9584041,90156396,"North America",67,5854.41811722684,85.80235
"Mexico",1995,11,12630785,3403647,9227138,91663290,"North America",75,3928.22371141004,84.706566
"Mexico",1996,11.7,11953082,3176699,8776383,93147045,"North America",81,4412.11629751815,83.001
"Mexico",1997,12.5,11051270,2910597,8140674,94611008,"North America",85,5289.16765276589,80.90873
"Mexico",1998,13.1,10290294,2705776,7584518,96056313,"North America",90,5481.18195394699,77.59109
"Mexico",1999,13.7,9595458,2537899,7057558,97484823,"North America",95,6157.19304371027,73.89908
"Mexico",2000,13.9,9061762,2409308,6652454,98899845,"North America",98,7157.81449985734,70.13179
"Mexico",2001,14.2,8667349,2312435,6354915,100298152,"North America",104,7544.56872335784,67.46383
"Mexico",2002,14.4,8376157,2235639,6140519,101684764,"North America",107,7593.1373448964,66.79673
"Mexico",2003,14.7,8108411,2155801,5952610,103081020,"North America",108,7075.36964299974,65.77305
"Mexico",2004,14.6,7998155,2097079,5901076,104514934,"North America",109,7484.486398707,62.84883
"Mexico",2005,14.4,7898130,2038105,5860025,106005199,"North America",112,8277.67156384567,62.022972
"Mexico",2006,14.3,7708635,1964860,5743775,107560155,"North America",114,9068.29421839425,58.888607
"Mexico",2007,14.1,7536182,1908420,5627762,109170503,"North America",115,9642.68051672231,56.4539
"Mexico",2008,13.9,7440285,1883048,5557237,110815272,"North America",117,10016.5712139986,57.009235
"Mexico",2009,14,7514808,1910129,5604678,112463886,"North America",117,8002.97217765844,56.666584
"Mexico",2010,13.4,7810113,2005244,5804869,114092961,"North America",116,9271.39839576997,54.583927
"Mexico",2011,12.6,8167695,2124837,6042858,115695468,"North America",116,10203.4212952716,52.211216
"Mexico",2012,11.8,8496024,2235847,6260177,117274156,"North America",115,10241.727828043,50.571514
"Moldova",1995,24.200001,728174,80250,647924,2952307,"Europe",13,593.766138282668,171.43864
"Moldova",1996,22.9,706937,77131,629806,2946401,"Europe",14,575.319575954883,160.64354
"Moldova",1997,22.299999,674159,73807,600352,2935524,"Europe",24,657.491190271709,144.94714
"Moldova",1998,21.700001,646167,71326,574840,2934339,"Europe",28,578.909766272913,137.61931
"Moldova",1999,21.1,622925,69521,553403,2929735,"Europe",32,399.620770265718,139.79892
"Moldova",2000,20.799999,606264,68406,537858,2923783,"Europe",34,440.672030653269,139.44734
"Moldova",2001,20.9,595579,67810,527769,2917252,"Europe",34,507.557658390849,136.11491
"Moldova",2002,21.4,589895,67498,522396,2910504,"Europe",35,570.972645432751,138.15729
"Moldova",2003,22.299999,587244,67260,519984,2902320,"Europe",30,682.525508823377,140.43832
"Moldova",2004,23.5,587556,67215,520341,2895147,"Europe",30,897.449958810326,140.1796
"Moldova",2005,24.9,591100,67420,523681,2888111,"Europe",30,1034.70705816743,148.17189
"Moldova",2006,26.9,583464,66568,516896,2880095,"Europe",29,1183.37921117185,141.75742
"Moldova",2007,29,577174,66125,511049,2873429,"Europe",29,1531.68547618214,138.70052
"Moldova",2008,31.200001,575991,66426,509565,2867964,"Europe",29,2111.20149504197,135.73314
"Moldova",2009,32.900002,574764,66909,507855,2864346,"Europe",29,1899.01011658378,135.82141
"Moldova",2010,34.599998,578451,67851,510601,2861487,"Europe",29,2437.52997842423,139.65302
"Moldova",2011,35.599998,594522,69937,524585,2859833,"Europe",27,2942.25594861529,122.77616
"Moldova",2012,36.299999,611955,72125,539830,2859458,"Europe",24,3045.73987422417,121.69006
"Mongolia",1990,13.4,284662,31945,252717,2184139,"Asia",75,1172.44628661454,191.531
"Mongolia",1991,13.2,290994,32466,258528,2217918,"Asia",75,1072.63583519129,194.80798
"Mongolia",1992,12.9,295675,32786,262888,2243495,"Asia",76,587.303231720938,196.30005
"Mongolia",1993,12.6,299589,32981,266607,2263196,"Asia",76,339.520586884465,198.8002
"Mongolia",1994,12.3,303703,33235,270468,2280475,"Asia",76,405.975549925995,201.55136
"Mongolia",1995,12.1,308930,33545,275385,2298017,"Asia",77,631.920914962075,210.62161
"Mongolia",1996,12,314988,33905,281083,2316571,"Asia",75,580.91009183782,215.68735
"Mongolia",1997,11.9,322503,34361,288142,2335744,"Asia",74,505.592309276192,213.83017
"Mongolia",1998,11.8,331017,34991,296026,2355667,"Asia",73,477.334126163969,214.80061
"Mongolia",1999,11.8,340402,35795,304607,2376228,"Asia",70,444.994583298693,214.8554
"Mongolia",2000,11.8,351258,36732,314526,2397417,"Asia",69,474.217094319837,215.68558
"Mongolia",2001,11.8,362657,37835,324822,2419594,"Asia",64,524.054008363595,220.10648
"Mongolia",2002,11.9,374772,39160,335611,2443261,"Asia",62,571.594978994912,217.13876
"Mongolia",2003,11.9,387669,40700,346969,2468765,"Asia",57,646.192471046652,211.183
"Mongolia",2004,12,401521,42398,359123,2496394,"Asia",55,797.977726310822,202.89633
"Mongolia",2005,12.2,415717,44209,371508,2526429,"Asia",51,998.829388045669,197.60225
"Mongolia",2006,12.4,428699,46391,382308,2558854,"Asia",49,1334.21272417801,190.17696
"Mongolia",2007,12.7,442436,48754,393681,2593819,"Asia",46,1632.72758172733,182.14545
"Mongolia",2008,13,457329,51304,406026,2631899,"Asia",46,2136.56240185072,177.44594
"Mongolia",2009,13.1,471754,53915,417840,2673794,"Asia",42,1714.3618273845,178.49391
"Mongolia",2010,13.3,486670,56230,430440,2719902,"Asia",41,2643.28708316435,177.96272
"Mongolia",2011,13.6,502588,58658,443930,2770357,"Asia",40,3757.56541460408,175.39484
"Mongolia",2012,13.9,518930,61124,457807,2824698,"Asia",39,4351.88846071215,169.84644
"Montenegro",2000,25.4,133565,48484,85081,604950,"Europe",23,1627.07263304394,179.65312
"Montenegro",2001,25.299999,134204,48871,85333,607389,"Europe",21,1909.59870186179,183.13177
"Montenegro",2002,25.200001,134833,49219,85614,609828,"Europe",21,2106.6350684523,186.22804
"Montenegro",2003,25,135437,49531,85906,612267,"Europe",19,2789.15906483509,189.89854
"Montenegro",2004,24.799999,135913,49769,86144,613353,"Europe",16,3380.16512135859,192.45195
"Montenegro",2005,24.700001,136162,49900,86262,614261,"Europe",16,3674.6179242797,194.98071
"Montenegro",2006,24.5,135946,49872,86074,615025,"Europe",16,4425.67887307803,194.92355
"Montenegro",2007,24.299999,135271,49691,85580,615875,"Europe",17,5976.39414454596,193.6413
"Montenegro",2008,24.1,134381,49431,84950,616969,"Europe",17,7367.75190910882,192.05164
"Montenegro",2009,24,133913,49283,84630,618294,"Europe",18,6727.10776676969,191.21259
"Montenegro",2010,23.9,133572,49185,84387,619428,"Europe",21,6688.48239970574,188.51996
"Montenegro",2011,23.700001,133302,49114,84188,620079,"Europe",20,7328.93225247529,187.99608
"Montenegro",2012,23.6,133211,49099,84112,620601,"Europe",22,6586.7212793222,185.09625
"Morocco",1990,18.799999,2016892,51107,1965785,24807461,"Africa",107,1206.01188616466,101.81643
"Morocco",1991,18.299999,2071669,52007,2019662,25260407,"Africa",106,1266.84889420351,101.77447
"Morocco",1992,18,2132519,52879,2079639,25711410,"Africa",105,1299.42127789307,103.823296
"Morocco",1993,17.9,2195434,53740,2141695,26155204,"Africa",105,1199.31910396897,104.91879
"Morocco",1994,17.6,2252821,54362,2198459,26584473,"Africa",105,1326.94145210528,102.26242
"Morocco",1995,17.6,2317949,55137,2262812,26994255,"Africa",105,1432.30983568683,101.0246
"Morocco",1996,17.4,2378129,55903,2322226,27383472,"Africa",105,1561.12961064576,98.436485
"Morocco",1997,17.299999,2438089,56745,2381343,27754573,"Africa",104,1396.76966746003,96.55999
"Morocco",1998,17.1,2495176,57456,2437719,28110447,"Africa",103,1472.38598282299,94.99819
"Morocco",1999,17,2555184,58263,2496921,28455504,"Africa",103,1447.96919255088,94.02471
"Morocco",2000,16.9,2614765,59213,2555551,28793672,"Africa",99,1334.94346380236,88.01645
"Morocco",2001,16.799999,2660322,60762,2599560,29126323,"Africa",98,1339.29407718828,83.96237
"Morocco",2002,16.6,2707390,62424,2644966,29454765,"Africa",98,1416.4883957844,80.452545
"Morocco",2003,16.4,2750085,64442,2685644,29782884,"Africa",99,1725.45746606577,80.99504
"Morocco",2004,16.200001,2791628,66311,2725317,30115196,"Africa",99,1952.9025338131,79.32602
"Morocco",2005,15.9,2834802,68429,2766373,30455563,"Africa",99,2018.02554710957,78.191795
"Morocco",2006,15.6,2876516,70816,2805699,30804689,"Africa",97,2196.01127633502,77.252716
"Morocco",2007,15.4,2919177,73902,2845275,31163670,"Africa",97,2499.25993757187,76.351776
"Morocco",2008,15.1,2960302,77205,2883098,31536807,"Africa",97,2890.36071538625,75.13385
"Morocco",2009,14.8,3004072,80706,2923366,31929087,"Africa",97,2866.92411016989,73.87444
"Morocco",2010,14.6,3051954,84273,2967681,32343384,"Africa",97,2839.92611978697,72.55845
"Morocco",2011,14.3,3104458,86890,3017568,32781860,"Africa",97,3046.94785427611,71.15343
"Morocco",2012,14,3161489,89109,3072380,33241898,"Africa",98,2912.65827494029,70.47322
"Mozambique",1991,3.5999999,841507,142293,699214,13328029,"Africa",120,272.613907490069,83.439354
"Mozambique",1992,3.5999999,879531,147444,732086,13805999,"Africa",119,191.21783440294,82.83807
"Mozambique",1993,3.5,928052,153786,774265,14370950,"Africa",118,189.935292453858,82.24135
"Mozambique",1994,3.5,977388,160433,816955,14948050,"Africa",117,187.08460156822,80.59443
"Mozambique",1995,3.5,1020417,166589,853828,15483277,"Africa",118,187.293868194753,79.67996
"Mozambique",1996,3.5,1056658,172351,884308,15960445,"Africa",117,241.64738791186,78.83259
"Mozambique",1997,3.5,1088527,178078,910450,16397175,"Africa",116,283.514214129407,78.23433
"Mozambique",1998,3.5999999,1114324,183156,931169,16813946,"Africa",117,313.066160679051,77.497444
"Mozambique",1999,3.7,1137909,187789,950120,17244176,"Africa",118,346.575449228345,77.151
"Mozambique",2000,3.8,1162287,192157,970130,17711925,"Africa",120,319.359620843667,77.67521
"Mozambique",2001,3.9000001,1189844,196502,993342,18221884,"Africa",120,296.268406913079,76.14382
"Mozambique",2002,4,1221017,201064,1019953,18764147,"Africa",119,302.545233699878,76.062325
"Mozambique",2003,4.0999999,1256294,205933,1050362,19331097,"Africa",120,326.075190861329,75.49198
"Mozambique",2004,4.1999998,1303126,213253,1089873,19910549,"Africa",119,383.270221899038,76.034035
"Mozambique",2005,4.3000002,1350393,220489,1129904,20493927,"Africa",119,416.809824183966,76.88006
"Mozambique",2006,4.4000001,1380449,224299,1156150,21080108,"Africa",119,435.334063299058,77.58754
"Mozambique",2007,4.5,1404073,227386,1176687,21673319,"Africa",119,482.198563648376,77.890015
"Mozambique",2008,4.6999998,1423015,229979,1193035,22276596,"Africa",120,563.649634288657,78.85296
"Mozambique",2009,4.9000001,1439937,232116,1207821,22894718,"Africa",121,520.402631609141,79.37096
"Mozambique",2010,5,1457274,234219,1223055,23531567,"Africa",122,471.904343344477,80.43261
"Mozambique",2011,5.1999998,1478968,237129,1241840,24187500,"Africa",123,594.586147098683,81.16673
"Mozambique",2012,5.4000001,1515245,241271,1273973,24862673,"Africa",123,657.644676541878,81.68625
"Myanmar",1990,27.5,5664430,794558,4869873,41335188,"Asia",71,49.2648907923047,336.29733
"Myanmar",1991,27.6,5824858,812658,5012200,41890192,"Asia",71,51.0187410466909,333.5643
"Myanmar",1992,27.6,5963636,829018,5134617,42401686,"Asia",71,52.2638021442921,329.54245
"Myanmar",1993,27.4,6091250,844947,5246303,42889992,"Asia",72,65.5105831471541,325.07492
"Myanmar",1994,27,6200023,858616,5341408,43383421,"Asia",71,88.0874696307724,319.70923
"Myanmar",1995,26.5,6298785,871854,5426931,43901598,"Asia",72,111.140813615821,314.14853
"Myanmar",1996,25.9,6390991,886081,5504910,44452203,"Asia",72,129.568938175416,307.77954
"Myanmar",1997,25.1,6480495,913340,5567156,45027223,"Asia",70,125.103689144538,300.73273
"Myanmar",1998,24.299999,6566871,940438,5626432,45611220,"Asia",70,101.138951662111,293.45663
"Myanmar",1999,23.4,6630130,967971,5662159,46181075,"Asia",69,122.210639087094,285.7007
"Myanmar",2000,22.4,6665222,999186,5666036,46719698,"Asia",71,146.604578778661,278.06705
"Myanmar",2001,21.200001,6684352,1036872,5647480,47225119,"Asia",73,131.715307167639,270.19095
"Myanmar",2002,19.9,6741312,1131352,5609960,47702163,"Asia",73,128.099708050718,262.15863
"Myanmar",2003,18.6,6783632,1222371,5561261,48148907,"Asia",72,161.055523608734,253.67508
"Myanmar",2004,17.4,6759373,1242565,5516809,48564489,"Asia",72,193.368765760833,247.04915
"Myanmar",2005,16.200001,6725380,1243969,5481411,48949931,"Asia",71,216.311501416722,238.04788
"Myanmar",2006,15.1,6690212,1232929,5457283,49301049,"Asia",72,240.624014213031,229.92883
"Myanmar",2007,14,6661789,1214211,5447578,49621479,"Asia",74,314.202294226442,220.40903
"Myanmar",2008,13,6662316,1195624,5466692,49929642,"Asia",76,460.908889194564,211.7534
"Myanmar",2009,12.2,6687057,1182484,5504574,50250366,"Asia",75,586.168180241432,204.78445
"Myanmar",2010,11.4,6734754,1184596,5550158,50600827,"Asia",74,746.945359978558,197.02507
